aX,aY,aZ,gX,gY,gZ
-1.311,0.962,-1.154,-10.620,-151.550,-118.225
-1.061,0.803,-0.660,-93.872,-173.157,-67.505
-0.859,0.702,-0.227,-122.559,-93.567,-14.282
-0.766,0.700,-0.033,-121.155,-40.405,4.456
-0.696,0.743,0.234,-92.346,25.146,26.550
-0.708,0.774,0.333,-50.049,26.001,29.968
-0.655,0.815,0.322,-29.663,10.315,31.921
-0.480,0.901,0.179,4.517,-30.090,34.668
-0.318,0.951,0.069,20.142,-47.302,31.128
-0.272,0.998,0.034,21.729,-50.842,28.198
-0.174,1.032,-0.001,18.127,-51.636,22.888
-0.141,1.072,0.010,10.986,-40.161,22.583
-0.086,1.083,0.002,8.606,-35.950,23.193
0.008,1.078,0.024,1.526,-27.222,26.184
0.056,1.084,0.065,-3.113,-24.658,26.306
0.099,1.059,0.081,-3.723,-23.987,23.682
0.124,1.068,0.108,-2.625,-22.705,19.409
0.146,1.045,0.112,0.793,-25.757,14.221
0.184,1.026,0.122,2.563,-25.696,11.353
0.165,1.013,0.123,6.348,-19.043,2.808
0.141,0.996,0.120,13.428,-15.076,-4.089
0.136,1.001,0.115,15.991,-15.808,-7.996
0.110,0.981,0.086,19.409,-17.700,-16.785
0.093,0.976,0.069,21.362,-20.264,-23.621
0.048,0.964,0.027,22.095,-20.203,-26.672
0.010,1.001,0.009,19.958,-19.287,-27.283
-0.044,1.022,0.007,16.418,-14.709,-21.912
-0.050,1.001,0.008,15.076,-12.329,-18.677
-0.042,1.003,-0.004,12.268,-13.245,-10.986
-0.023,1.007,-0.003,11.108,-13.977,-8.301
-0.010,0.994,0.006,8.301,-13.306,-5.371
0.003,0.984,0.017,9.216,-8.423,-2.686

2.101,-0.337,-0.204,-178.833,-87.524,379.639
2.316,-0.284,-0.270,-180.725,-94.910,330.933
2.496,-0.386,-0.327,-182.617,-90.393,238.770
2.573,-0.359,-0.180,-172.607,-68.359,160.889
2.590,-0.300,-0.110,-164.795,-47.302,133.423
2.634,-0.297,0.040,-145.386,3.357,82.642
2.695,-0.333,0.156,-118.774,31.067,21.912
2.723,-0.320,0.210,-103.394,36.682,-15.991
2.749,-0.288,0.275,-73.181,35.889,-111.694
2.708,-0.310,0.300,-45.593,33.508,-226.257
2.569,-0.340,0.271,-27.649,37.048,-287.964
2.248,-0.347,0.275,14.465,72.083,-400.818
1.960,-0.359,0.286,53.589,114.136,-483.704
1.821,-0.345,0.298,72.571,136.292,-522.949
1.557,-0.345,0.294,106.812,164.612,-582.275
1.268,-0.349,0.194,154.175,190.735,-635.803
1.175,-0.385,0.141,167.053,185.913,-659.363
0.776,-0.414,0.227,184.387,141.785,-714.966
0.090,-0.209,0.498,199.341,91.553,-736.084
-0.195,-0.108,0.536,217.224,74.158,-710.632
-0.501,-0.001,0.395,269.226,53.406,-628.479
-0.570,0.242,0.091,303.528,100.281,-542.847
-0.806,0.079,0.037,307.373,126.343,-515.930
-0.965,0.115,-0.234,307.739,122.986,-447.388
-1.230,0.190,-0.328,274.841,81.055,-393.311
-1.382,0.234,-0.389,258.972,63.538,-365.967
-1.715,0.377,-0.587,217.285,47.546,-292.175
-2.033,0.529,-0.841,163.696,46.814,-205.017
-2.100,0.616,-0.924,128.967,17.822,-153.687
-2.178,0.651,-0.946,38.086,-16.418,-55.725
-2.103,0.584,-0.815,-45.715,-22.278,36.255
-2.057,0.512,-0.713,-85.938,-17.456,78.125
-2.042,0.361,-0.519,-145.935,3.052,149.597
-1.943,0.306,-0.323,-187.683,24.292,219.482
-1.909,0.274,-0.278,-200.867,29.602,248.047
-1.829,0.284,-0.139,-223.572,40.100,304.443
-1.669,0.282,-0.062,-234.985,33.691,358.276
-1.604,0.242,-0.016,-245.422,30.518,384.766
-1.467,0.156,-0.034,-263.000,10.315,433.716
-1.131,0.208,-0.062,-281.128,-42.419,495.300
-0.888,-0.029,-0.109,-289.001,-78.735,518.677
-0.440,-0.245,-0.103,-310.730,-132.446,547.852
-0.074,-0.178,-0.103,-323.059,-158.020,564.758
-0.003,-0.375,-0.187,-328.552,-161.438,573.303
0.357,-0.552,-0.154,-332.825,-190.735,620.544
0.462,-0.654,-0.086,-317.749,-158.020,673.462
0.780,-0.825,0.040,-300.537,-133.850,692.749
1.342,-0.923,0.109,-264.771,-135.010,708.069
1.746,-0.960,0.134,-238.098,-185.059,650.879
2.910,-0.924,0.190,-224.976,-212.280,580.933
3.575,-0.781,0.288,-190.918,-187.073,378.052
3.602,-0.619,0.428,-161.865,-84.351,138.184
2.921,-0.633,0.600,-144.226,-36.255,51.025
2.307,-0.644,0.644,-97.107,-26.978,-39.612
2.129,-0.598,0.626,-72.388,-26.672,-55.786
1.947,-0.602,0.542,-20.630,9.460,-49.011
2.001,-0.538,0.472,30.884,49.622,-25.391
2.073,-0.546,0.478,51.819,61.646,-22.827
2.181,-0.518,0.468,77.942,66.528,-45.959
2.248,-0.445,0.487,99.304,64.819,-111.938
2.226,-0.438,0.512,107.971,58.777,-154.968
1.989,-0.524,0.625,130.432,44.189,-242.493
1.854,-0.371,0.404,153.259,52.429,-304.810
1.793,-0.349,0.412,164.246,63.538,-335.388
1.682,-0.259,0.332,192.444,103.333,-384.705
1.638,-0.243,0.239,213.318,161.194,-439.514
1.556,-0.265,0.273,226.440,180.603,-474.609
1.289,-0.389,0.392,256.287,189.453,-553.711
0.935,-0.425,0.470,303.284,140.381,-621.155
0.746,-0.455,0.501,325.806,110.168,-640.259
0.343,-0.482,0.397,375.183,77.087,-657.654
0.000,-0.402,0.258,412.292,102.295,-643.372
-0.203,-0.322,0.158,424.683,125.122,-625.671
-0.455,-0.140,-0.025,420.715,141.052,-573.608
-0.660,-0.069,-0.354,402.588,164.734,-504.517
-0.918,0.054,-0.568,387.085,162.842,-475.342
-1.525,0.397,-0.874,321.716,140.686,-386.902
-1.833,0.899,-1.333,229.370,39.673,-262.268
-1.590,1.015,-1.637,166.870,-24.170,-206.970
-1.467,0.861,-1.265,34.302,-102.112,-120.667
-1.184,0.774,-0.954,-68.298,-123.779,-58.838
-1.100,0.714,-0.720,-105.042,-102.112,-32.837
-0.910,0.621,-0.270,-140.503,-53.040,12.512
-0.852,0.618,0.058,-127.075,3.662,40.588
-0.763,0.634,0.161,-108.215,21.240,46.692
-0.611,0.681,0.207,-66.345,17.639,45.044
-0.504,0.759,0.189,-25.146,-4.761,29.358
-0.476,0.805,0.116,-9.216,-13.611,22.034
-0.441,0.902,0.029,11.597,-23.743,9.460
-0.400,0.962,-0.016,21.057,-25.879,7.690
-0.366,0.995,-0.034,23.987,-25.513,8.606
-0.292,1.052,-0.056,23.132,-25.085,9.949
-0.228,1.055,-0.065,18.616,-18.066,11.963
-0.215,1.073,-0.042,16.357,-13.184,10.742
-0.190,1.111,-0.047,12.207,-0.732,13.367
-0.117,1.115,-0.045,9.216,5.127,16.907
-0.102,1.116,-0.025,6.104,4.822,16.907
-0.098,1.122,0.006,3.357,-5.188,14.343
-0.102,1.065,0.027,5.615,-19.714,12.756
-0.075,1.075,0.045,6.348,-26.489,13.306
-0.005,1.031,0.013,9.155,-37.720,9.949
-0.021,1.022,-0.005,9.033,-36.621,4.089
-0.043,1.004,0.015,9.277,-28.748,3.418
-0.053,0.980,-0.011,12.268,-15.259,1.709
-0.054,0.982,0.014,11.780,-6.897,-1.892
-0.077,0.966,0.011,10.071,-2.869,-1.648
-0.131,0.988,0.016,10.132,2.747,-1.709
-0.095,0.986,0.005,9.094,-1.770,1.282
-0.088,0.974,-0.004,6.897,-6.714,0.732
-0.088,0.980,0.010,5.554,-9.521,1.038
-0.081,0.948,0.013,4.578,-7.690,5.310
-0.058,0.956,0.038,5.066,-7.324,6.470
0.014,0.937,-0.001,6.104,-12.634,6.348
-0.001,0.949,-0.008,7.874,-9.521,3.235
-0.002,0.952,0.014,8.423,-3.662,4.211
0.008,0.953,0.017,14.099,2.075,4.395
-0.000,0.956,0.001,17.212,-1.831,4.028
0.020,0.941,-0.003,18.616,-2.441,3.296
-0.007,0.932,-0.024,19.775,-7.996,0.732
